Names,Race,Gender,Sports,Birth Origin,Age,Zip,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Manager's Assessment Score,Military Tenure,Avg Commute Time,Job Tenure,Cultural Fit,Leadership Capability,HireVue Score,Technical Aptitude,Avg Deals Closed,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record
Sheryl Goad,Caucasian,female,0.0,USA,31.0,94040,2,2.88,0.34,3.0,2.27,5.569999999999999,0.0,3.0,6.0,0.95,2.1,-0.58,-0.65,6.3,Engineering,None,Good,0.0,1.0,0.0
Peter Peterson,Caucasian,male,0.0,USA,29.0,94539,4,2.71,0.7,3.0,2.62,8.91,0.0,25.0,4.0,-0.88,1.52,-0.94,-0.4,6.71,Engineering,Ok,Good,0.0,0.0,0.0
Kenneth Mccray,Caucasian,male,1.0,USA,28.0,94402,3,3.27,0.6,4.0,3.2,9.92,0.0,28.0,0.5,-0.51,2.28,0.04,0.55,7.93,Engineering,Ok,Good,0.0,0.0,1.0
Jessie Langel,Caucasian,male,0.0,USA,26.0,95002,4,2.78,0.48,2.0,2.51,9.61,0.0,15.0,2.5,-0.32,2.73,2.77,2.91,10.47,Quantitative,Ok,Good,0.0,0.0,0.0
Cynthia Tolley,Caucasian,female,0.0,USA,26.0,94542,4,3.61,0.28,6.0,2.81,7.739999999999999,1.0,41.0,0.0,-2.47,4.01,3.9,4.24,12.37,Quantitative,None,Bad,0.0,0.0,0.0
Gregory Holmes,Caucasian,male,0.0,USA,32.0,94544,2,2.73,0.62,3.5,2.77,8.04,0.0,31.0,7.0,1.71,1.9,0.85,0.62,7.49,Engineering,Ok,Bad,0.0,1.0,0.0
Barry Espinoza,Asian,male,1.0,USA,32.0,94040,5,2.65,0.34,3.0,2.55,10.77,0.0,0.0,3.0,-0.25,3.57,3.05,2.49,9.98,Engineering,Ok,Bad,0.0,0.0,0.0
Isabel Dunn,Caucasian,female,1.0,USA,30.0,94587,5,2.97,0.42,5.0,3.79,13.11,0.0,30.0,4.0,-1.97,1.59,-0.46,-0.65,6.08,Engineering,Ok,Good,1.0,0.0,0.0
Elmer Barnes,Caucasian,male,2.0,USA,27.0,94618,3,3.06,0.48,3.0,3.78,13.29,0.0,51.0,2.0,-0.43,2.39,-0.49,0.99,8.84,Sciences,Very Good,Good,1.0,0.0,0.0
Michael Orgill,Asian,male,1.0,USA,27.0,94586,1,3.59,0.1,2.5,2.29,5.97,0.0,38.0,4.0,1.23,3.55,1.99,1.82,9.3,Humanities,None,Bad,0.0,1.0,1.0
Carol Lindsay,Caucasian,female,1.0,Australia,21.0,94973,5,3.41,0.72,2.0,4.22,14.36,0.0,87.0,2.0,2.18,1.56,-1.63,-0.77,6.4,Engineering,Very Good,Good,1.0,0.0,0.0
Harry Yates,Asian,male,2.0,USA,30.0,94611,2,3.0,0.42,9.0,4.35,11.99,0.0,52.0,2.0,-0.69,3.92,1.43,1.01,8.49,Engineering,Very Good,Good,0.0,0.0,0.0
Angela Clark,African-American,female,1.0,USA,30.0,94618,1,3.21,0.62,3.5,3.28,7.119999999999999,0.0,51.0,3.5,0.10999999999999999,1.85,1.12,0.58,7.35,Humanities,Ok,Bad,0.0,0.0,0.0
Debra Crosby,Hispanic,female,0.0,USA,30.0,94043,2,3.35,0.2,5.0,3.2,7.810000000000001,0.0,6.0,5.5,1.56,0.58,-2.53,-2.0,4.63,Sciences,None,Good,0.0,0.0,0.0
Matthew Flax,Caucasian,male,1.0,USA,29.0,95002,2,2.68,0.26,4.0,2.61,7.88,0.0,14.0,3.5,-0.78,1.65,-1.84,-0.81,6.43,Quantitative,Very Good,Good,0.0,0.0,0.0
Bernice Allegrini,Caucasian,female,1.0,USA,31.0,94040,2,2.97,0.32,6.0,3.2,8.510000000000002,0.0,2.0,3.0,-2.41,0.42,-3.6,-3.71,2.52,Engineering,None,Good,0.0,0.0,0.0
Denver Sparks,African-American,male,0.0,USA,35.0,94503,5,3.46,0.8,9.0,5.15,15.59,0.0,84.0,0.0,-4.67,2.05,2.11,0.71,7.11,Quantitative,Ok,Good,1.0,0.0,0.0
Cecil Sumner,Caucasian,male,2.0,USA,28.0,94105,4,3.03,0.5,4.0,3.07,11.18,0.0,45.0,3.0,0.8,3.02,1.73,1.25,8.47,Engineering,Ok,Bad,0.0,0.0,0.0
Nicholas Diaz,Caucasian,male,2.0,USA,34.0,94027,5,3.02,0.7,8.0,3.93,12.81,0.5,24.0,4.0,-1.35,4.01,3.41,2.0,9.1,Engineering,Ok,Good,1.0,0.0,0.0
Nicholas Deweese,Caucasian,male,1.0,USA,37.0,94040,4,3.14,0.68,5.0,3.75,11.93,3.0,2.0,6.0,1.57,1.44,-0.99,-0.03,7.25,Engineering,Very Good,Good,0.0,0.0,0.0
Gabrielle Cotman,Caucasian,female,1.0,USA,29.0,94707,3,3.11,0.36,5.5,2.74,7.179999999999999,0.0,60.0,3.0,-0.38,2.46,1.56,2.07,9.68,Engineering,None,Bad,0.0,0.0,0.0
Emily Catalan,Caucasian,female,1.0,USA,39.0,94085,4,3.34,0.26,7.0,3.44,9.9,2.5,8.0,7.0,2.06,1.45,0.58,0.49,7.41,Engineering,Ok,Good,0.0,0.0,0.0
Maria Henson,Asian,female,0.0,USA,34.0,94709,2,3.13,0.6,5.0,3.61,9.56,0.0,59.0,4.0,0.69,1.98,-0.38,-0.88,5.81,Engineering,Ok,Good,0.0,0.0,0.0
Jack Perkins,Caucasian,male,0.0,USA,30.0,94085,2,2.77,0.36,2.0,2.49,8.82,0.0,10.0,2.5,-1.24,0.23,-2.53,-2.02,4.46,Engineering,Ok,Bad,0.0,1.0,0.0
John Nease,Hispanic,male,0.0,USA,26.0,94618,2,3.13,0.32,4.5,3.04,8.11,0.0,51.0,1.5,-1.4,2.56,1.35,0.39,7.21,Engineering,Very Good,Bad,0.0,0.0,0.0
Edmond Coble,Other,male,1.0,USA,31.0,94087,1,2.6,0.34,3.0,2.54,7.51,0.0,12.0,6.0,2.44,1.54,-1.58,-0.27,7.19,Engineering,None,Good,1.0,0.0,0.0
Rose Schwab,Caucasian,female,2.0,USA,27.0,94578,4,3.13,0.56,2.0,3.77,12.420000000000002,0.0,39.0,4.0,1.44,3.3,3.12,2.84,10.34,Humanities,Very Good,Good,1.0,0.0,0.0
Bernard Ciresi,Caucasian,male,2.0,USA,38.0,94304,5,3.7,0.38,4.0,3.24,11.96,2.0,19.0,5.5,0.48,2.42,2.37,2.34,9.68,Engineering,Ok,Bad,1.0,1.0,0.0
Babette Serdula,Caucasian,female,2.0,USA,35.0,94085,4,3.52,0.7,8.5,4.92,13.89,0.0,10.0,2.0,-3.91,3.68,2.34,2.0,9.59,Engineering,Very Good,Good,1.0,0.0,0.0
Michelle Moss,Caucasian,female,1.0,USA,31.0,94085,5,2.53,0.48,6.5,3.07,11.81,0.0,9.0,2.5,-1.97,2.21,0.83,1.1,8.3,Engineering,Very Good,Good,1.0,0.0,0.0
Edward Philpott,Asian,male,0.0,Australia,22.0,94109,1,3.26,0.3,0.0,1.78,3.8600000000000003,0.0,48.0,3.0,0.3,2.48,0.78,1.43,9.0,Humanities,None,Good,0.0,1.0,1.0
Michelle Naquin,Caucasian,female,1.0,USA,35.0,94105,4,3.62,0.24,8.5,4.43,13.440000000000001,0.0,45.0,2.0,0.4,3.52,2.56,2.0,9.28,Engineering,Ok,Good,1.0,0.0,0.0
Lawrence Ringstaff,Caucasian,male,2.0,Canada,26.0,94523,5,3.49,0.16,4.5,3.54,14.01,0.0,55.0,0.0,-1.31,0.0,-3.86,-4.56,0.92,Engineering,Very Good,Good,1.0,0.0,0.0
Cary Marsh,Caucasian,male,1.0,USA,22.0,94402,1,2.62,0.6,-1.0,2.36,7.0600000000000005,0.0,28.0,1.0,-1.22,0.0,-4.49,-3.88,2.43,Engineering,None,Good,0.0,1.0,0.0
Francis Taylor,Other,female,0.0,China,27.0,94087,1,2.7,0.66,0.0,1.45,2.5199999999999996,0.0,12.0,4.0,0.58,1.58,-0.13,0.06,7.06,Engineering,Very Good,Bad,0.0,0.0,0.0
Ronald Jackson,Asian,male,0.0,USA,27.0,94131,3,2.97,0.22,4.0,2.12,7.0,0.0,44.0,1.0,-1.59,1.19,-0.4,0.15,7.08,Quantitative,Ok,Good,0.0,1.0,0.0
Ernest Jennette,Asian,male,2.0,USA,36.0,94085,4,2.72,0.58,5.5,3.45,12.09,0.0,8.0,5.0,1.17,0.89,-0.28,-0.39,6.2,Sciences,Very Good,Good,0.0,0.0,0.0
Kathryn Johnson,Caucasian,female,1.0,USA,37.0,94043,4,2.52,0.24,4.0,2.17,7.749999999999999,0.0,5.0,3.5,0.94,2.44,-1.05,-0.57,6.75,Engineering,Ok,Good,0.0,0.0,0.0
Gerardo Morris,Asian,male,1.0,Australia,31.0,94025,2,3.48,0.52,1.0,3.07,10.04,0.0,20.0,6.0,2.72,2.34,0.2,-0.49,6.18,Sciences,Ok,Bad,0.0,0.0,0.0
Marquis Mcmillin,Hispanic,male,1.0,Australia,32.0,94588,2,3.17,0.4,5.5,3.02,7.86,0.0,36.0,4.0,0.38,1.63,-0.27,-0.47,6.25,Engineering,None,Good,0.0,0.0,0.0
Anthony Kennedy,Caucasian,male,2.0,USA,27.0,94043,3,3.53,0.32,4.5,3.8,13.03,1.0,6.0,2.0,-1.38,3.55,3.46,3.35,11.21,Engineering,Very Good,Good,1.0,0.0,0.0
Jennifer Denney,African-American,female,0.0,USA,29.0,94603,2,2.23,0.1,6.5,2.26,5.140000000000001,0.0,40.0,5.0,1.09,1.66,-0.61,-0.25,6.85,Engineering,Ok,Good,1.0,1.0,0.0
Larry Forester,Hispanic,male,0.0,USA,30.0,94014,1,2.86,0.22,5.0,2.63,4.73,0.5,43.0,0.0,-2.86,3.79,2.75,3.33,11.45,Engineering,Ok,Good,0.0,1.0,1.0
Tom Mosconi,Hispanic,male,1.0,USA,42.0,94043,5,2.54,0.14,7.0,3.48,13.059999999999999,0.0,5.0,5.0,1.27,2.42,0.25,-0.72,5.95,Sciences,Very Good,Good,1.0,0.0,0.0
Peter Merrill,Caucasian,male,2.0,USA,34.0,94043,4,3.35,0.58,5.5,3.71,12.43,0.0,7.0,1.5,-3.65,1.12,-0.63,-1.24,5.09,Engineering,None,Good,1.0,1.0,0.0
Florence Birdwell,Caucasian,female,0.0,USA,25.0,94618,1,2.52,0.28,0.0,2.14,3.99,0.0,51.0,2.5,-0.3,1.28,-0.48,0.14,7.17,Engineering,Ok,Bad,0.0,1.0,1.0
Katherine Lynn,Hispanic,female,1.0,USA,30.0,94523,2,2.64,0.2,4.5,2.75,7.1899999999999995,1.0,55.0,0.0,-2.76,2.06,0.1,0.27,7.47,Humanities,Ok,Bad,0.0,0.0,0.0
Cindy Moran,Caucasian,female,0.0,USA,22.0,94591,1,2.86,0.5,2.0,2.32,4.989999999999999,0.0,74.0,2.0,-0.97,1.85,-0.37,-0.06,6.87,Engineering,None,Good,0.0,0.0,0.0
Dustin Stickel,Caucasian,male,1.0,USA,26.0,94019,1,2.81,0.68,-1.0,2.27,6.609999999999999,0.0,46.0,3.0,-0.97,2.11,0.38,0.36,7.35,Engineering,None,Bad,0.0,1.0,0.0
Pat Mcmahan,Caucasian,female,1.0,USA,30.0,94544,4,2.56,0.2,4.5,1.66,4.989999999999999,0.0,32.0,4.0,1.96,0.88,-1.62,-0.68,6.31,Engineering,Ok,Bad,0.0,1.0,0.0
Daniel Wilbourn,Caucasian,male,0.0,USA,31.0,95002,1,2.73,0.38,5.0,3.28,8.629999999999999,2.5,14.0,1.0,-0.64,2.29,-0.81,0.15,7.71,Humanities,Ok,Bad,0.0,1.0,0.0
Albert Minor,Caucasian,male,1.0,USA,30.0,94587,1,2.98,0.38,2.0,2.26,6.0,0.0,30.0,5.0,2.23,3.22,1.75,1.89,9.51,Engineering,Ok,Good,0.0,1.0,0.0
Martin Gerber,Other,male,1.0,Canada,26.0,94114,4,2.76,0.56,6.0,3.49,12.27,0.0,47.0,0.0,-3.27,1.59,-0.07,-0.83,5.58,Engineering,Ok,Bad,0.0,0.0,0.0
Marjorie Philbeck,Caucasian,female,1.0,USA,28.0,94089,2,2.41,0.36,1.0,2.1,5.72,2.5,11.0,5.0,0.86,1.32,0.13,0.27,7.22,Engineering,None,Bad,0.0,1.0,0.0
Marta Farmer,Asian,female,0.0,Canada,29.0,94040,3,3.52,0.66,4.0,3.43,8.74,0.0,3.0,5.0,1.69,2.35,0.07,-0.14,6.94,Engineering,None,Bad,0.0,0.0,0.0
Ines Dejackome,Caucasian,female,0.0,USA,23.0,94114,1,3.02,0.28,1.0,1.67,3.67,0.0,47.0,2.5,-0.62,2.68,1.78,0.42,7.03,Engineering,Ok,Bad,0.0,1.0,1.0
Theodore Pray,Caucasian,male,0.0,USA,34.0,94709,2,2.27,0.38,3.5,1.86,5.36,0.0,59.0,0.0,-2.88,2.58,2.04,1.69,8.84,Quantitative,Ok,Bad,0.0,0.0,0.0
Susan Scolaro,Caucasian,female,2.0,USA,24.0,94609,2,3.53,0.66,1.5,4.07,11.510000000000002,0.0,50.0,1.0,0.66,0.64,-0.84,0.2,7.36,Engineering,Ok,Good,1.0,0.0,0.0
Nicholas Willett,Asian,male,2.0,USA,30.0,94025,4,3.36,0.7,7.5,4.6,14.65,0.0,20.0,3.0,-0.32,1.08,-0.65,-0.99,5.37,Quantitative,Very Good,Good,1.0,0.0,0.0
Victoria Goforth,Caucasian,female,1.0,USA,29.0,94402,5,3.39,0.32,5.5,3.35,11.91,0.0,28.0,3.5,-1.2,0.31,-1.88,-2.03,4.25,Quantitative,Very Good,Good,1.0,0.0,0.0
Jeffrey Kenney,Asian,male,1.0,USA,26.0,94030,5,2.15,0.56,1.0,1.7,7.84,0.0,34.0,3.0,0.02,2.41,0.83,0.61,7.73,Engineering,None,Bad,0.0,0.0,0.0
Patricia Labadie,African-American,female,1.0,USA,36.0,94301,3,3.7,0.52,5.5,3.71,9.31,0.0,17.0,5.5,1.81,2.65,0.88,0.85,8.13,Humanities,Ok,Good,0.0,0.0,0.0
Roseline Aten,Caucasian,female,2.0,USA,32.0,94586,5,3.07,0.2,7.0,3.45,11.790000000000001,3.0,38.0,1.5,0.46,1.76,-0.87,-0.28,6.95,Quantitative,Very Good,Good,1.0,0.0,0.0
Roman Ballard,Other,male,0.0,USA,29.0,94028,2,2.51,0.38,0.0,1.99,7.17,0.0,23.0,2.0,-0.7,1.45,-1.65,-1.34,5.58,Sciences,Ok,Good,0.0,1.0,1.0
Karen Garland,Caucasian,female,0.0,Canada,28.0,94502,3,2.85,0.22,4.5,2.87,8.4,0.0,49.0,2.0,-1.53,2.53,1.96,1.31,8.35,Humanities,None,Good,1.0,0.0,0.0
Shirley Hashim,Asian,female,0.0,USA,29.0,94595,3,2.62,0.46,2.5,3.12,9.440000000000001,0.0,56.0,4.0,0.54,1.64,0.97,2.17,9.87,Engineering,Very Good,Bad,0.0,0.0,0.0
Darryl Pope,Caucasian,male,1.0,USA,24.0,94609,2,2.11,0.38,1.0,1.52,5.0,0.0,50.0,0.0,-0.74,3.1,0.71,0.74,8.09,Engineering,None,Bad,1.0,1.0,1.0
Casey Angulo,Caucasian,male,0.0,Australia,25.0,94061,1,2.6,0.34,2.0,2.97,9.65,0.0,22.0,3.0,-1.95,0.75,-3.31,-3.08,3.37,Humanities,Ok,Good,0.0,0.0,0.0
William Knapp,Caucasian,male,0.0,USA,27.0,94022,2,3.06,0.28,2.0,2.62,9.1,1.5,13.0,4.0,-0.28,2.39,0.08,0.74,8.16,Quantitative,None,Bad,0.0,0.0,0.0
Sylvia Sandoval,Hispanic,female,1.0,USA,30.0,94403,1,2.8,0.46,3.0,3.7,9.23,0.0,26.0,2.5,-1.17,2.09,1.7,0.77,7.41,Quantitative,Ok,Good,0.0,0.0,0.0
Tiffany Lysiak,Asian,female,0.0,USA,22.0,94707,1,2.47,0.36,-3.0,1.28,3.37,0.0,61.0,1.0,-1.97,0.72,-2.76,-2.32,4.2,Engineering,Ok,Good,0.0,0.0,0.0
Sandra Alexandre,Caucasian,female,0.0,Canada,35.0,94040,2,2.6,0.56,4.0,3.34,8.620000000000001,0.0,0.0,4.0,-1.57,3.19,2.17,2.8,10.57,Sciences,Ok,Bad,0.0,0.0,0.0
Marie Robinson,Asian,female,0.0,USA,32.0,94019,1,2.76,0.54,4.5,2.74,5.31,0.0,46.0,6.0,2.74,3.04,3.21,3.25,10.91,Engineering,Ok,Good,0.0,0.0,0.0
Floyd Braithwaite,African-American,male,0.0,USA,38.0,94014,4,3.47,0.42,7.5,3.06,8.959999999999999,0.0,43.0,3.0,-0.2,0.0,-5.41,-3.91,2.68,Sciences,Ok,Bad,0.0,0.0,0.0
Fred Glasgow,Caucasian,male,2.0,USA,34.0,94941,5,3.5,0.5,9.0,3.73,12.96,0.0,75.0,1.0,-1.07,1.0,-0.57,-0.49,6.07,Quantitative,Very Good,Good,0.0,1.0,0.0
Selina Heck,Caucasian,female,2.0,USA,30.0,94545,5,3.77,0.7,7.0,4.32,14.05,0.0,37.0,1.0,-1.48,1.83,-0.38,-0.74,5.94,Sciences,Very Good,Good,1.0,0.0,0.0
Mary Finley,Other,female,2.0,USA,27.0,94585,5,2.62,0.6,4.5,3.23,10.870000000000001,1.0,98.0,1.0,-1.76,2.08,-0.27,0.09,7.32,Sciences,Ok,Good,0.0,0.0,0.0
Kathleen Hahn,Caucasian,female,2.0,USA,28.0,95002,5,3.24,0.3,5.0,3.65,12.48,0.0,15.0,3.5,-0.36,0.97,-2.41,-1.68,5.22,Engineering,Very Good,Good,1.0,0.0,0.0
Darius Huntley,Hispanic,male,0.0,USA,34.0,94707,5,3.99,0.54,8.0,4.77,15.559999999999999,0.0,61.0,4.0,0.5900000000000001,1.85,1.76,1.17,7.9,Engineering,Ok,Good,1.0,1.0,0.0
Michael Terry,Other,male,1.0,USA,30.0,94010,4,2.69,0.56,5.5,3.57,11.66,0.0,33.0,2.0,-0.47,1.89,-1.22,-1.63,5.03,Quantitative,None,Bad,0.0,0.0,0.0
Charles Mccarthy,Caucasian,male,1.0,USA,26.0,94402,3,2.6,0.52,0.5,1.91,7.34,0.0,28.0,4.0,-1.73,2.27,-0.23,-0.9,5.78,Quantitative,None,Bad,0.0,0.0,0.0
Shawn Stone,African-American,male,1.0,USA,29.0,94973,2,3.17,0.42,5.0,2.97,8.149999999999999,0.0,87.0,3.0,-0.21999999999999997,4.07,3.28,2.06,9.42,Engineering,Ok,Good,0.0,1.0,0.0
Maurice Collins,African-American,male,0.0,USA,24.0,94043,2,3.06,0.4,1.0,3.15,10.129999999999999,0.0,6.0,3.0,-0.39,3.25,2.28,1.82,9.13,Humanities,Ok,Bad,0.0,0.0,0.0
Robert Maring,Caucasian,male,2.0,USA,37.0,94040,5,3.26,0.5,4.5,3.42,13.21,4.0,2.0,4.5,1.82,2.78,1.56,1.59,8.98,Quantitative,Ok,Good,1.0,0.0,0.0
Gary Zacharias,Caucasian,male,2.0,USA,32.0,94030,2,4.12,0.54,6.0,4.57,13.59,0.0,34.0,4.0,1.37,0.61,-2.27,-2.96,3.07,Engineering,Ok,Good,1.0,0.0,0.0
Katherine Yeager,Caucasian,female,1.0,USA,24.0,94618,2,2.44,0.46,-1.0,1.96,6.31,0.0,51.0,0.5,1.11,1.68,-1.72,-1.7,5.04,Engineering,Ok,Bad,0.0,0.0,0.0
Morris Howell,Caucasian,male,1.0,USA,37.0,94605,5,3.64,0.36,8.5,4.15,15.49,3.0,42.0,3.0,0.67,2.69,0.86,1.14,8.64,Engineering,Very Good,Good,1.0,0.0,0.0
James Metcalfe,Caucasian,male,1.0,USA,36.0,94925,4,3.4,0.56,6.5,3.5,11.35,0.0,66.0,1.5,-2.08,1.87,-0.88,-0.93,5.91,Engineering,Ok,Good,1.0,0.0,0.0
Eugene Graham,African-American,male,1.0,USA,34.0,94089,4,3.06,0.4,1.0,2.62,9.229999999999999,2.0,11.0,3.0,-0.42,0.62,-3.85,-3.44,3.06,Sciences,Very Good,Good,0.0,0.0,0.0
Paul Digiacomo,Asian,male,0.0,USA,33.0,94544,3,2.35,0.6,6.5,3.0,8.8,0.0,32.0,4.0,1.13,2.11,-0.69,-1.76,4.67,Engineering,None,Good,0.0,0.0,0.0
Patricia Oliver,African-American,female,0.0,USA,38.0,94040,3,2.39,0.52,6.5,3.13,7.09,0.0,4.0,7.0,2.67,0.0,-4.5,-3.74,2.4,Engineering,Ok,Bad,0.0,0.0,0.0
Carrie Stiegman,Caucasian,female,0.0,USA,33.0,94709,3,3.32,0.32,1.0,2.5,7.9799999999999995,3.0,59.0,2.0,0.43,1.87,-1.53,-2.27,4.11,Engineering,None,Bad,0.0,0.0,0.0
Crystal Scott,Caucasian,female,0.0,USA,31.0,94131,3,2.8,0.58,2.0,3.0,8.99,0.0,44.0,2.0,1.57,3.09,2.67,1.1,7.76,Engineering,Ok,Good,0.0,0.0,0.0
Irene Porter,Caucasian,female,1.0,USA,33.0,94030,5,3.15,0.86,9.0,4.33,14.82,0.0,34.0,4.0,1.6,0.02,-2.26,-2.57,3.42,Quantitative,Very Good,Good,1.0,0.0,0.0
Samuel Welch,Asian,male,1.0,USA,32.0,94618,4,1.99,0.42,6.0,2.69,10.03,0.0,51.0,2.0,-0.66,2.48,0.29,0.35,7.59,Quantitative,Very Good,Good,0.0,0.0,0.0
Barbara Bjorklund,African-American,female,2.0,USA,38.0,94085,5,3.59,0.24,7.0,3.96,11.75,0.0,9.0,4.5,0.53,1.73,-2.34,-2.26,4.52,Humanities,Ok,Good,1.0,1.0,0.0
Patrick Hollifield,Caucasian,male,0.0,USA,37.0,94509,5,3.04,0.28,5.0,2.55,11.22,5.5,71.0,2.0,2.9,1.52,-0.79,-1.7,4.54,Engineering,Ok,Good,0.0,0.0,0.0
Jose Lewis,Caucasian,male,1.0,USA,25.0,94544,4,3.33,0.48,3.5,3.78,13.95,0.0,32.0,1.0,-1.92,2.9,0.85,1.25,8.79,Engineering,Ok,Good,1.0,1.0,0.0
Jerry Hundley,Other,male,0.0,USA,26.0,94545,5,2.52,0.24,3.5,2.08,9.05,0.0,37.0,3.5,0.64,2.85,1.73,1.76,9.14,Engineering,None,Good,0.0,1.0,0.0
Shawn Jones,Caucasian,male,0.0,USA,30.0,94578,1,3.14,0.44,6.5,3.93,10.19,3.0,39.0,2.5,0.71,1.94,0.12,-0.39,6.3,Quantitative,None,Good,0.0,0.0,0.0
Mercedes Ellis,Caucasian,female,0.0,USA,34.0,94603,2,3.34,0.62,5.0,3.55,9.14,0.0,40.0,6.0,-0.39,1.44,0.48,0.7,7.62,Quantitative,Ok,Good,0.0,1.0,0.0
Paul Evans,Hispanic,male,1.0,Mexico,26.0,94720,2,3.12,0.5,4.0,3.27,8.959999999999999,0.0,58.0,2.0,-1.4100000000000001,3.66,1.88,1.29,8.64,Engineering,Very Good,Good,0.0,0.0,0.0
Benjamin Gregor,Caucasian,male,1.0,USA,32.0,94040,5,2.3,0.4,6.0,3.0,11.78,0.0,2.0,2.0,-2.86,4.21,3.57,3.43,11.37,Engineering,Ok,Good,0.0,0.0,0.0
Robert Thiessen,Asian,male,2.0,USA,32.0,94549,5,3.82,0.28,9.0,3.85,13.42,1.0,53.0,1.0,-1.65,1.41,0.0,-0.46,6.06,Sciences,None,Good,1.0,1.0,0.0
Troy Gordon,Caucasian,male,2.0,USA,33.0,94566,2,3.75,0.62,6.0,4.16,11.370000000000001,0.0,35.0,3.0,1.06,1.82,-1.32,-0.91,6.17,Engineering,Ok,Good,0.0,0.0,0.0
Michael Elizarraras,Caucasian,male,1.0,USA,34.0,94539,4,3.77,0.58,5.5,4.09,13.24,0.0,25.0,2.0,1.27,4.09,4.32,3.93,11.68,Engineering,Very Good,Good,1.0,0.0,0.0
Herbert Stowell,Caucasian,male,0.0,USA,36.0,94105,2,3.19,0.44,2.5,3.14,10.25,0.0,45.0,4.0,1.29,1.87,1.27,0.52,7.19,Sciences,None,Good,0.0,0.0,0.0
Robert Briones,Caucasian,male,1.0,Canada,32.0,94545,2,2.85,-0.0,2.0,1.48,5.35,0.0,37.0,6.0,4.19,1.97,1.06,0.78,7.68,Engineering,Ok,Bad,1.0,1.0,1.0
Juan Upshaw,African-American,male,0.0,USA,27.0,94038,3,3.01,0.7,2.5,2.32,6.33,0.0,57.0,1.5,-1.84,1.72,-0.63,0.12,7.48,Humanities,Ok,Bad,0.0,0.0,0.0
Timothy Duck,Asian,male,1.0,USA,25.0,94304,2,2.6,0.24,1.5,2.21,8.19,0.0,19.0,3.0,-0.22,0.0,-4.21,-3.95,2.22,Engineering,None,Bad,1.0,0.0,0.0
John Griffin,Caucasian,male,0.0,USA,28.0,94089,2,3.37,0.5,3.0,3.67,11.11,0.0,11.0,4.5,1.05,1.12,-1.69,-1.5,5.19,Engineering,Very Good,Bad,0.0,0.0,0.0
Jeffrey Hough,Asian,male,0.0,USA,25.0,94121,1,1.16,0.52,0.0,1.25,4.14,1.0,54.0,1.0,-1.29,3.57,2.84,2.44,9.96,Engineering,None,Bad,0.0,1.0,1.0
Jessica Foley,African-American,female,1.0,USA,27.0,94609,5,2.87,0.52,4.0,3.04,10.45,1.0,50.0,1.0,-2.59,1.85,-0.1,0.03,7.04,Quantitative,Very Good,Good,0.0,0.0,0.0
Manuel Moore,Caucasian,male,1.0,USA,32.0,94544,4,3.09,0.44,4.5,2.82,9.9,3.5,31.0,4.5,2.2,2.11,0.83,0.18,6.93,Engineering,Very Good,Good,1.0,0.0,0.0
Arthur Akins,Hispanic,male,1.0,Canada,32.0,94595,3,3.33,0.52,1.0,2.47,7.54,3.0,56.0,4.0,0.53,1.76,-0.81,-0.83,6.09,Engineering,None,Bad,1.0,0.0,0.0
Jorge Booth,Hispanic,male,1.0,USA,30.0,94587,2,2.78,0.64,4.5,3.55,9.709999999999999,0.0,30.0,3.0,-0.77,0.94,-2.21,-3.58,2.19,Engineering,None,Good,1.0,0.0,0.0
Shannon Benton,Asian,female,0.0,USA,27.0,95002,5,2.97,0.28,4.0,2.51,9.520000000000001,0.0,15.0,4.0,0.65,1.8,-1.09,-1.32,5.33,Quantitative,Ok,Good,0.0,0.0,0.0
Jaime Callahan,Other,female,2.0,USA,31.0,94402,2,2.52,0.42,4.0,3.66,10.770000000000001,0.0,28.0,6.0,2.68,2.2,1.6,1.08,7.92,Engineering,None,Bad,0.0,0.0,0.0
James Thomas,Caucasian,male,0.0,USA,31.0,94085,3,2.1,0.46,2.5,2.63,9.23,0.0,10.0,3.5,-0.04,1.38,-1.21,-1.05,5.76,Engineering,None,Good,1.0,0.0,0.0
Toni Watson,Caucasian,female,0.0,USA,35.0,94109,3,2.2,0.36,7.0,2.96,8.010000000000002,6.5,48.0,2.5,3.9,3.45,3.54,2.85,10.24,Engineering,None,Bad,0.0,0.0,0.0
Bradley Moore,Caucasian,male,1.0,USA,26.0,94542,2,2.83,0.3,2.0,2.76,9.5,0.0,41.0,0.0,-1.71,0.0,-4.86,-4.73,1.18,Humanities,Ok,Good,0.0,0.0,0.0
Joni Jay,Asian,female,2.0,USA,41.0,94043,5,3.33,0.58,6.5,3.48,11.190000000000001,0.0,6.0,4.5,1.27,2.18,1.82,1.15,7.98,Engineering,Ok,Good,0.0,0.0,0.0
Carla Poulin,Caucasian,female,2.0,USA,27.0,94586,4,3.42,0.42,3.5,3.71,12.23,1.5,38.0,3.5,-0.18,0.39,-1.9,-1.5,5.12,Quantitative,Very Good,Good,1.0,0.0,0.0
Tamra Butler,Hispanic,female,0.0,USA,31.0,94556,4,3.1,0.56,5.0,2.87,8.07,2.0,65.0,3.0,0.010000000000000009,2.24,-0.03,-0.44,6.49,Engineering,Very Good,Good,0.0,0.0,0.0
