Gender,Race,Birth Origin,Age,Sports,Avg Deals Closed,Technical Aptitude,HireVue Score,Leadership Capability,Manager's Assessment Score,Educational Prestige,Education,Soft Skills,GPA,Years of Experience,Job Tenure,Military Tenure,Avg Commute Time,Cultural Fit,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record,Names
male,Caucasian,USA,32.0,None,3.75,-2.77,-3.45,0.34,-4.197930520003915,0.7,-0.15,1.72,2.9,3.6,1.8486474536087338,1.2,30.0,1.84,Engineering,None,Bad,0.0,1.0,1.0,Albert Crosby
male,Caucasian,USA,23.0,None,10.12,2.6,2.28,2.71,-4.829164138367655,2.3,-1.1,1.88,2.67,-1.1,0.3600868174576424,0.0,9.0,0.39,Engineering,None,Bad,0.0,1.0,1.0,Douglas Droessler
male,Caucasian,USA,21.0,None,7.41,0.1,0.54,3.39,0.6688637351586174,2.1,1.32,2.28,2.63,2.4,-2.5881103822776454,1.1,21.0,-2.39,Engineering,Ok,Good,0.0,1.0,0.0,Joseph Mitchell
male,Caucasian,USA,31.0,None,5.41,-1.45,-1.03,2.53,0.3127511892149786,1.0,0.31,2.88,2.96,5.1,2.9588544915905337,0.0,2.0,2.55,Sciences,Very Good,Good,0.0,0.0,0.0,Robert Cave
male,Caucasian,USA,29.0,None,6.21,-0.87,-1.99,1.07,0.7433892968268327,0.4,-0.74,3.81,3.85,6.3,-1.562151294503623,2.4,21.0,-1.55,Engineering,Ok,Good,0.0,0.0,0.0,Ervin Knaus
male,Caucasian,USA,28.0,None,11.06,3.21,2.67,3.24,0.711154891183996,1.7,0.62,2.8,2.98,4.5,-0.1502886161924132,0.0,21.0,0.08,Engineering,Ok,Good,0.0,0.0,0.0,Virgil Craddock
male,Caucasian,USA,32.0,None,1.25,-4.68,-4.9,0.0,-0.4833330540868886,1.1,0.51,2.78,3.2,6.9,4.129749161376934,0.7,6.0,3.71,Quantitative,None,Good,0.0,0.0,0.0,Albert Oneill
male,Caucasian,USA,32.0,NCAA,7.88,0.61,1.14,3.35,5.715201242287631,1.2,2.58,3.42,3.16,8.9,1.2775242944086984,1.9,12.0,1.19,Quantitative,Very Good,Good,1.0,0.0,0.0,Louie Spillman
male,Caucasian,USA,27.0,None,8.41,1.48,1.59,1.72,0.3531152297557298,2.8,-0.32,3.63,4.06,4.6,1.126282332647104,3.4,1.0,0.73,Engineering,Very Good,Good,0.0,0.0,0.0,Todd Cothran
male,Caucasian,USA,26.0,None,7.17,0.05,-0.01,2.33,-1.1083638080045906,1.9,-0.5,2.96,2.85,4.1,1.3090688763983118,0.0,19.0,0.89,Quantitative,None,Bad,0.0,0.0,0.0,Robert Williams
male,Caucasian,USA,30.0,None,5.71,-0.72,-0.43,0.81,0.26596343053410476,2.0,-0.28,3.54,3.67,5.2,-0.2149360274259587,0.0,41.0,0.09,Engineering,Very Good,Good,0.0,0.0,0.0,Keith Evans
male,Caucasian,USA,25.0,None,6.67,-0.29,-0.09,1.88,-3.1950868793331013,1.8,0.35,1.85,2.22,4.7,-2.175313900042098,3.3,58.0,-1.88,Humanities,Ok,Good,0.0,1.0,0.0,Manuel Jordan
male,Caucasian,Canada,26.0,NCAA,6.8,-0.26,-0.92,1.36,4.287066861096613,3.0,0.37,4.32,4.0,4.9,0.27633390297807897,1.8,54.0,0.53,Engineering,Ok,Good,1.0,0.0,0.0,Tom Kelly
male,Caucasian,Australia,31.0,None,5.55,-1.09,-1.83,0.5,1.1101814114760304,1.5,0.62,3.05,2.66,6.4,1.337899629334109,1.5,42.0,1.44,Humanities,Ok,Good,0.0,0.0,0.0,Michael Snow
male,Caucasian,USA,25.0,None,4.82,-1.45,-1.4,0.39,-5.748473392478029,3.0,-0.99,1.69,2.6,-0.0,-3.4315879485401513,3.2,60.0,-3.04,Engineering,None,Bad,0.0,1.0,1.0,Howard Dunagan
male,Caucasian,USA,26.0,None,3.34,-2.97,-2.4,1.37,-1.7787459283078042,2.2,0.27,2.39,2.46,4.8,-0.8944003345542872,3.5,30.0,-1.07,Engineering,Ok,Bad,0.0,0.0,0.0,Kevin Anker
male,Caucasian,USA,22.0,NCAA,13.43,5.14,5.41,5.0,3.731152828158088,3.6,1.3,3.36,3.18,2.1,-0.9394667260585925,0.0,44.0,-0.44,Engineering,Very Good,Good,1.0,0.0,0.0,Blake Mccumber
male,Caucasian,USA,31.0,None,8.39,1.06,1.58,3.44,-0.20263618824844096,1.1,-0.28,3.15,3.4,5.0,-1.3658328192604667,1.6,44.0,-1.07,Humanities,None,Bad,0.0,0.0,0.0,Garland Young
male,Caucasian,USA,32.0,Club/Intramural,3.8,-2.68,-2.38,1.73,2.3791375299217385,2.3,-0.86,4.41,3.78,5.0,3.16451882227437,2.8,6.0,2.65,Engineering,Very Good,Good,0.0,0.0,0.0,Percy Miller
male,Caucasian,USA,27.0,None,7.43,0.28,0.13,1.93,-3.648412742898669,2.1,-1.3,2.4,2.59,0.6,2.6720390078135403,2.4,24.0,1.84,Engineering,Ok,Bad,0.0,1.0,0.0,Jeffrey Britcher
male,Caucasian,USA,31.0,None,9.95,2.72,3.24,3.03,-0.795957719182505,2.8,-0.05,3.2,3.27,6.1,-4.313516398897426,3.1,68.0,-3.66,Engineering,None,Good,0.0,0.0,0.0,Stephen Andrews
male,Caucasian,Australia,28.0,NCAA,7.05,0.06,0.02,1.88,1.395084410117572,1.9,0.83,2.99,3.13,5.2,-0.17237385178111542,3.1,53.0,0.05,Humanities,Ok,Good,0.0,0.0,0.0,Maurice Blue
male,Caucasian,USA,24.0,None,6.18,-0.79,-1.34,1.06,-2.8896129342795076,0.8,-0.16,1.85,2.93,1.0,0.33585122147512925,0.0,18.0,0.02,Engineering,Ok,Good,0.0,1.0,0.0,Shawn Barlow
male,Caucasian,Canada,27.0,None,4.1,-2.13,-1.73,0.57,0.06462890403654128,1.5,0.19,2.74,2.59,3.8,0.2827025230435849,2.5,15.0,0.09,Engineering,None,Good,0.0,0.0,0.0,Charles Talbott
male,Caucasian,USA,31.0,None,7.84,0.7,0.82,2.39,0.30606540165081764,1.9,-0.49,3.41,2.62,5.4,2.361670069704892,1.9,5.0,1.94,Engineering,Ok,Good,0.0,1.0,0.0,Steve Lanier
male,Caucasian,USA,26.0,NCAA,7.08,0.14,0.46,2.57,2.2197519206078606,3.0,-0.12,3.8,3.5,3.0,-2.5946905873973445,4.1,95.0,-1.93,Quantitative,Very Good,Good,1.0,0.0,0.0,Mark Wells
male,Caucasian,USA,26.0,None,9.07,1.57,1.7,3.37,-0.5576787608060745,2.1,-0.25,2.75,3.15,1.0,-2.0015777420051273,0.3,46.0,-1.64,Engineering,Ok,Good,1.0,0.0,0.0,Matt Knight
male,Caucasian,USA,29.0,NCAA,9.55,2.11,1.86,2.38,2.500162006342751,1.8,0.3,3.6,2.96,5.5,1.0234719459899442,2.1,20.0,0.43,Engineering,Ok,Good,0.0,0.0,0.0,Robert Darnell
male,Caucasian,Australia,31.0,None,7.33,0.26,1.21,3.35,-0.7047244780182987,1.8,-0.16,2.88,2.4,5.4,-3.2565143677226422,3.9,32.0,-3.17,Quantitative,Ok,Good,0.0,0.0,0.0,David Smith
male,Caucasian,USA,29.0,None,5.62,-1.02,-1.06,1.23,-2.0848777853172815,1.4,-0.23,2.28,2.62,2.3,-0.13426440364831116,4.0,71.0,0.13,Engineering,Very Good,Good,0.0,0.0,0.0,Maxwell Hunter
male,Caucasian,USA,26.0,None,9.62,2.22,2.87,3.75,0.8382189508061972,2.7,0.29,3.21,3.5,3.5,0.04160027044040252,0.2,6.0,-0.02,Sciences,Ok,Bad,0.0,0.0,0.0,James Spence
male,Caucasian,USA,31.0,NCAA,2.6,-3.81,-3.63,1.46,1.5427420888287116,1.0,0.09,3.37,2.67,6.3,0.5566350730548403,0.0,13.0,0.37,Engineering,None,Good,0.0,0.0,0.0,James Holcomb
male,Caucasian,USA,29.0,None,4.02,-2.3,-2.09,1.04,2.6038500681623185,2.4,0.25,3.84,3.52,5.4,-0.18752539112141,3.6,31.0,-0.29,Engineering,Ok,Good,0.0,0.0,0.0,George White
male,Caucasian,USA,26.0,None,4.98,-1.72,-2.54,0.64,-0.34231477228388585,2.1,-0.77,3.26,2.93,2.8,-0.36566996732883283,0.6,12.0,-0.44,Engineering,Ok,Bad,0.0,0.0,0.0,William Rosa
male,Caucasian,USA,25.0,None,5.26,-1.48,-1.46,1.52,-5.417785138723671,0.9,-0.31,1.21,2.05,2.2,1.862195444734599,0.5,25.0,1.76,Humanities,Very Good,Good,1.0,1.0,1.0,Robert Spiess
male,Caucasian,USA,26.0,None,3.85,-2.68,-3.13,0.3,-3.7431985419936504,1.5,-1.08,2.18,2.81,0.4,-1.2302775075573655,1.3,31.0,-1.07,Quantitative,Very Good,Good,0.0,1.0,0.0,Thomas Parker
male,Caucasian,USA,33.0,None,10.42,2.89,2.96,3.13,5.012077547115409,2.8,1.18,4.28,2.88,9.2,-1.9944721551708358,1.7,53.0,-1.65,Quantitative,Very Good,Good,0.0,0.0,0.0,Vincent Rudd
male,Caucasian,USA,36.0,NCAA,10.4,2.84,3.68,4.01,3.5977634465019075,3.0,0.08,3.99,3.07,3.2,3.373931478923087,0.7,43.0,3.39,Engineering,None,Good,0.0,0.0,0.0,George Hayes
male,Caucasian,USA,30.0,None,9.57,1.92,2.4,3.77,-1.4980184193254815,1.4,-0.58,2.92,3.2,4.5,0.19928665518647665,0.2,26.0,0.25,Engineering,None,Good,0.0,0.0,0.0,Willis Dobey
male,Caucasian,USA,24.0,None,4.01,-2.71,-2.64,1.84,-5.817978572743426,1.2,-0.84,1.25,2.81,-1.3,-4.644406104976572,3.7,45.0,-4.37,Quantitative,None,Bad,0.0,1.0,1.0,Ronnie Best
male,Caucasian,USA,33.0,NCAA,6.47,-0.16,0.71,2.58,-1.8461967631127871,1.0,-0.8,2.76,2.49,4.1,2.480430875162764,0.0,20.0,2.07,Sciences,Ok,Bad,0.0,0.0,0.0,Fletcher Smith
male,Caucasian,USA,26.0,None,6.82,-0.48,-0.96,2.13,-2.4671017469389858,1.7,0.03,2.04,2.35,3.0,-1.5620124572522125,1.4,24.0,-1.46,Engineering,Ok,Good,0.0,1.0,0.0,Ernie Wilson
male,Caucasian,USA,28.0,None,7.32,0.42,0.33,1.83,0.6929382184072873,1.7,0.25,3.15,3.47,5.1,2.306594096466366,2.7,44.0,2.18,Engineering,None,Good,0.0,0.0,1.0,Thomas Gunter
male,Caucasian,USA,33.0,NCAA,4.2,-1.99,-1.41,0.87,3.0779952905319026,2.4,1.54,3.1,2.39,6.0,-0.12807424092596498,2.1,34.0,-0.02,Humanities,None,Good,0.0,0.0,0.0,Horace Plungy
male,Caucasian,USA,29.0,NCAA,13.65,5.08,3.05,2.71,2.1604395077136416,1.7,0.04,3.44,3.05,3.3,-0.9543606311504919,2.9,37.0,-0.81,Engineering,Ok,Good,0.0,0.0,0.0,Gregory Tovar
male,Caucasian,USA,29.0,Club/Intramural,6.0,-0.53,-0.19,1.42,-3.334906629368201,0.9,0.52,1.48,2.5,3.5,1.2867312298986484,1.4,45.0,1.42,Engineering,Ok,Good,0.0,1.0,0.0,Mark Wall
male,Caucasian,USA,31.0,None,8.79,1.59,2.82,3.94,4.488032714292668,3.4,-0.3,4.78,4.18,4.0,-0.14692996169707254,0.0,50.0,0.27,Engineering,Ok,Good,1.0,1.0,0.0,Manuel Cedeno
male,Caucasian,USA,29.0,None,8.27,1.24,2.11,2.92,-1.3221411085199744,2.7,0.02,2.58,3.15,2.3,2.418716899430048,4.7,9.0,1.64,Humanities,Ok,Bad,0.0,0.0,0.0,Clyde Muise
male,Caucasian,Australia,37.0,None,9.02,2.13,3.25,3.07,-0.9149292382080367,2.5,-0.1,3.09,3.27,5.8,-0.1694630852742025,1.8,58.0,0.17,Quantitative,Ok,Good,0.0,0.0,0.0,James Adams
male,Caucasian,USA,36.0,None,3.72,-2.73,-2.51,1.24,3.135662612301078,1.6,0.48,3.65,3.39,5.3,5.406064531454486,1.7,4.0,4.77,Engineering,Very Good,Good,1.0,0.0,0.0,James Frese
male,Caucasian,USA,29.0,Club/Intramural,4.91,-1.86,-3.19,0.0,5.724222923300315,3.2,1.49,3.8,3.1,3.5,-0.3900550454009852,4.8,40.0,-0.65,Sciences,None,Good,1.0,0.0,1.0,Kerry Taylor
male,Caucasian,USA,30.0,None,7.39,0.44,0.2,1.08,-0.7885786292709771,1.3,0.36,2.37,2.63,3.3,-1.2245417920287847,2.5,25.0,-1.29,Engineering,None,Bad,0.0,0.0,0.0,Arnold Syrett
male,Caucasian,USA,26.0,None,4.08,-2.38,-2.15,1.19,-7.193863367223397,2.0,-1.08,1.27,1.85,1.2,-0.6846565159854259,4.3,50.0,-0.58,Quantitative,None,Good,0.0,1.0,1.0,Walter Coleman
male,Caucasian,USA,33.0,None,4.83,-2.1,-2.61,1.63,1.298649456773591,1.0,-0.13,3.73,2.98,8.6,1.6015998338187902,2.1,20.0,1.14,Quantitative,Very Good,Good,0.0,0.0,0.0,Scott Adamitis
male,Caucasian,USA,34.0,None,4.98,-1.76,-2.14,1.15,-4.087430302083112,0.8,-0.29,1.89,2.37,5.2,-1.2433498759441306,2.1,23.0,-1.13,Engineering,None,Good,0.0,1.0,1.0,Perry Napper
male,Caucasian,USA,27.0,None,11.64,3.72,3.08,3.12,-1.3222683950338934,2.0,0.01,2.48,2.71,3.3,-0.27228232615612336,0.0,6.0,-0.23,Engineering,None,Good,0.0,0.0,0.0,John Cross
male,Caucasian,USA,33.0,None,4.56,-1.81,-1.48,1.07,3.057735559235999,1.7,-0.37,4.46,3.66,7.7,1.0023145162533984,0.0,3.0,0.96,Quantitative,Ok,Good,1.0,0.0,0.0,Randy Fowler
male,Caucasian,USA,33.0,None,9.39,1.71,1.29,2.91,-1.3113314963382685,2.5,-0.48,2.74,2.63,1.7,2.5690688536823307,2.1,2.0,2.12,Engineering,Very Good,Bad,0.0,0.0,0.0,Tom Young
male,Caucasian,USA,23.0,None,8.86,1.26,0.91,2.87,-2.9266017657668884,3.2,-1.26,2.89,2.67,2.0,-1.4377996310122494,0.2,39.0,-1.06,Quantitative,Very Good,Good,0.0,1.0,0.0,Charles Picard
male,Caucasian,USA,32.0,None,7.67,0.71,1.08,2.44,-1.6248400460141723,2.3,-0.09,2.73,2.56,4.8,1.268458784609694,2.7,30.0,0.99,Engineering,Ok,Bad,0.0,0.0,0.0,John Becher
male,Caucasian,USA,21.0,None,5.69,-1.08,-0.92,1.86,-3.0535239415685287,1.3,-0.64,1.92,2.58,-0.2,-0.4899822095682584,0.0,22.0,-0.36,Engineering,None,Good,0.0,1.0,0.0,Mark Collins
male,Caucasian,USA,33.0,NCAA,7.86,0.82,1.31,2.55,2.4052637075337766,3.3,0.27,3.88,3.02,6.2,0.5706064801058484,5.0,20.0,0.12,Humanities,Ok,Good,0.0,1.0,0.0,Randy Wampler
male,Caucasian,USA,22.0,None,4.15,-2.36,-2.42,1.13,-6.006823651510307,0.8,-1.53,1.56,2.33,0.0,-1.3165192649461355,1.8,35.0,-1.26,Engineering,None,Good,0.0,1.0,1.0,Kirk Pharis
male,Caucasian,USA,25.0,NCAA,6.13,-0.48,0.71,2.67,4.8418582330150475,2.4,1.35,3.69,3.3,4.8,-2.742109305520161,0.0,2.0,-2.56,Sciences,Very Good,Good,1.0,0.0,0.0,Charles Washington
male,Caucasian,USA,25.0,NCAA,8.63,1.15,0.65,2.47,2.3295854803075775,1.8,0.51,3.5,3.33,5.8,-1.9808277685020317,1.6,33.0,-1.81,Engineering,Ok,Good,1.0,0.0,0.0,Stuart Chambers
male,Caucasian,USA,33.0,NCAA,7.51,0.54,0.79,1.78,4.366239368910888,3.3,1.42,3.75,2.68,6.7,-1.8009918518398216,2.0,46.0,-1.51,Engineering,Ok,Good,1.0,0.0,0.0,Patrick Rogers
male,Caucasian,USA,23.0,None,6.19,-0.61,-0.59,1.6,0.4802796400460349,2.9,0.26,3.28,3.7,3.9,-4.179627401780702,0.7,46.0,-3.77,Engineering,None,Good,0.0,0.0,0.0,Frank Delgado
male,Caucasian,Australia,38.0,NCAA,8.11,1.11,2.83,3.85,4.4108542577503576,1.6,0.97,4.12,4.12,8.1,0.7628355194989085,2.3,59.0,1.04,Quantitative,None,Good,1.0,0.0,0.0,Wayne Faiella
male,Caucasian,USA,34.0,NCAA,7.24,0.09,-0.33,1.52,3.269195817016589,3.0,0.73,3.64,2.69,4.6,0.09912577710325723,3.7,27.0,0.07,Humanities,Ok,Good,0.0,0.0,0.0,Martin Mantini
male,Caucasian,USA,27.0,None,4.71,-1.85,-1.68,1.32,-0.8861189031582707,2.8,0.88,1.99,2.58,0.6,-0.6996547286031944,4.5,20.0,-0.88,Sciences,Ok,Good,1.0,0.0,0.0,Christopher David
male,Caucasian,USA,31.0,NCAA,3.75,-2.93,-3.24,1.43,2.9424444002710763,3.1,-0.37,4.4,3.86,5.0,-3.3676306036162247,6.0,72.0,-3.0,Quantitative,Ok,Good,0.0,0.0,0.0,Michael Boucher
male,Caucasian,USA,34.0,NCAA,7.73,0.48,0.36,2.49,2.1133798529871006,3.4,1.22,3.33,2.69,7.1,0.295498969967282,4.4,58.0,0.28,Quantitative,Ok,Good,0.0,1.0,0.0,Rafael Raio
male,Caucasian,USA,32.0,None,9.13,1.59,1.04,2.48,-1.9300070107636549,1.2,-0.59,2.44,2.77,1.7,-1.2675535109197593,4.1,41.0,-1.18,Engineering,Ok,Bad,0.0,0.0,0.0,Joshua Kraus
male,Caucasian,USA,25.0,None,9.14,1.8,1.8,2.49,-2.1401477864475154,1.1,-0.32,2.47,2.77,4.1,-1.8130615445511435,0.2,28.0,-2.06,Engineering,Very Good,Bad,0.0,0.0,0.0,Jeffrey Miller
male,Caucasian,USA,31.0,None,5.98,-1.35,-2.7,1.32,0.8873000536582346,2.5,0.35,3.1,3.41,3.1,2.6234185768237963,1.8,8.0,2.22,Engineering,Very Good,Bad,0.0,1.0,0.0,Donald Ahlstrom
male,Caucasian,USA,29.0,None,10.33,2.69,2.7,3.28,0.33267391116024386,1.8,-0.4,3.17,3.39,1.9,2.507905513758771,1.4,24.0,2.34,Sciences,Ok,Good,0.0,0.0,0.0,Dale Burke
male,Caucasian,USA,24.0,None,12.16,4.42,4.32,3.12,-2.768480351913962,2.4,-1.27,2.44,3.3,-3.1,2.2824485541048,5.5,41.0,1.92,Engineering,Ok,Bad,0.0,1.0,0.0,Byron Singh
male,Caucasian,USA,24.0,None,7.38,0.41,1.11,2.8,0.93555934304388,1.9,0.47,2.79,2.97,2.5,1.3952349839180638,0.2,26.0,1.4,Quantitative,Ok,Good,1.0,0.0,0.0,Kyle Gee
male,Caucasian,USA,32.0,None,9.23,1.69,1.64,3.1,0.5065425664963686,1.2,-0.52,3.47,3.36,5.1,1.4639089237400758,0.3,3.0,1.23,Quantitative,Ok,Good,0.0,0.0,0.0,Nicholas Rooney
male,Caucasian,USA,30.0,NCAA,9.52,1.99,1.78,2.68,1.6247031766506024,1.1,1.23,2.57,3.17,3.5,0.7057947049618284,1.8,22.0,0.72,Quantitative,Very Good,Good,0.0,1.0,0.0,Damon Fairbanks
male,Caucasian,USA,19.0,None,6.53,-0.29,-0.38,1.49,-1.1272893108802207,2.8,-0.4,3.0,3.18,3.2,-5.082190356708074,0.0,51.0,-4.24,Quantitative,None,Good,0.0,0.0,0.0,Philip Finke
male,Caucasian,USA,27.0,NCAA,3.42,-3.22,-4.26,0.0,2.988770388716731,2.8,0.74,3.57,2.73,5.1,-0.8688843026735911,0.0,26.0,-0.53,Sciences,Very Good,Good,0.0,0.0,0.0,Alexander Gaucin
male,Caucasian,USA,44.0,NCAA,7.6,0.38,0.38,2.54,5.252907721985284,1.4,1.32,4.46,3.65,12.0,1.0055513388985815,4.2,54.0,1.03,Quantitative,Ok,Good,1.0,0.0,0.0,Scott Conner
male,Caucasian,Australia,31.0,NCAA,10.22,2.74,2.57,2.51,2.4481837427422954,3.1,0.63,3.55,2.08,6.5,1.4391714739988484,1.4,18.0,1.37,Engineering,None,Good,0.0,0.0,0.0,Patrick Banks
male,Caucasian,USA,27.0,None,6.17,-0.54,-0.3,1.5,-4.513176352296961,2.3,-0.86,2.04,2.96,0.9,1.3409912787662994,3.4,34.0,1.11,Sciences,Ok,Bad,1.0,1.0,1.0,Clarence Lasseter
male,Caucasian,USA,27.0,None,8.34,0.68,-0.36,2.29,-1.1730919996665723,2.0,-0.03,2.64,2.48,4.2,-4.004435173803111,1.6,52.0,-3.46,Quantitative,Ok,Bad,0.0,0.0,0.0,Perry Fitts
male,Caucasian,USA,31.0,None,5.61,-1.03,-1.14,0.97,-1.583016761397601,2.3,-1.02,3.07,3.17,2.4,0.7285485670500637,4.8,15.0,0.24,Quantitative,None,Good,0.0,0.0,0.0,Steven Ervin
male,Caucasian,USA,24.0,None,6.36,-0.24,0.16,1.56,-2.759598507132169,0.9,-0.85,2.61,2.64,5.0,-1.6314867931149053,0.7,13.0,-1.84,Quantitative,None,Good,0.0,1.0,0.0,Jose Uutela
male,Caucasian,USA,26.0,None,5.18,-1.7,-2.22,1.39,0.7687251926150321,1.8,0.21,3.05,2.8,4.3,-0.6178664458747467,3.5,52.0,-0.52,Humanities,None,Good,0.0,0.0,0.0,Thomas Kilian
male,Caucasian,USA,32.0,NCAA,5.19,-1.48,-1.55,1.4,1.9296648288769311,1.8,0.17,3.94,2.36,10.6,0.01419188197674158,1.7,42.0,0.14,Quantitative,None,Good,0.0,0.0,0.0,James Zook
male,Caucasian,USA,28.0,None,7.46,0.65,1.65,3.0,-3.5796851055747347,0.8,-0.82,2.25,3.25,2.8,2.0292983025567035,3.0,35.0,1.9,Quantitative,None,Bad,0.0,1.0,0.0,James Witaszek
male,Caucasian,USA,36.0,None,9.58,2.16,2.01,2.44,-5.763227410857813,0.2,0.19,0.85,2.3,2.8,2.374546529089294,4.5,12.0,1.85,Humanities,Ok,Good,0.0,1.0,1.0,Thomas Smith
male,Caucasian,USA,23.0,None,4.81,-1.52,-0.83,1.56,-1.2276879183055318,1.9,-0.55,2.74,2.91,1.5,-1.272235464468473,0.0,7.0,-1.31,Engineering,None,Good,0.0,0.0,0.0,Wesley Marshall
male,Caucasian,USA,29.0,None,6.43,-0.66,-0.97,2.07,-0.9875064639551934,3.3,-0.08,3.24,2.99,6.6,2.497785261560406,2.7,42.0,2.3,Sciences,Ok,Good,0.0,0.0,0.0,Joseph Bostwick
male,Caucasian,USA,28.0,NCAA,5.62,-1.12,-1.25,1.48,2.9782770739144793,1.7,0.85,3.29,3.08,4.5,-0.0879347295466017,2.5,14.0,-0.28,Engineering,Ok,Good,1.0,0.0,0.0,Kenneth Batson
male,Caucasian,USA,26.0,None,8.44,0.89,0.33,2.56,-1.8222269277098542,2.6,-0.12,2.52,3.07,2.5,-0.8430820680254272,2.3,43.0,-0.68,Engineering,None,Bad,0.0,0.0,0.0,Darryl Field
male,Caucasian,USA,27.0,None,8.29,0.87,0.24,2.26,-0.009909900889236985,2.7,0.28,2.91,1.96,5.1,-3.526044986929111,2.6,44.0,-3.26,Humanities,Ok,Good,0.0,0.0,0.0,John Jarrett
male,Caucasian,USA,35.0,None,7.38,0.26,0.34,2.33,-1.7161717974377422,0.8,-0.67,3.0,3.5,5.5,-1.7842111773776976,5.7,71.0,-1.52,Engineering,None,Good,0.0,0.0,0.0,David Mcmanus
male,Caucasian,USA,28.0,None,5.22,-1.74,-2.26,1.54,-1.0973341425680478,1.6,0.25,2.59,2.59,5.8,0.2115459552351867,0.0,3.0,0.04,Quantitative,None,Bad,0.0,0.0,0.0,Bryant Glenn
male,Caucasian,USA,29.0,None,10.49,2.79,2.76,3.68,-0.8102053594544115,1.4,-0.69,3.03,3.58,2.0,1.5619996691505507,2.8,80.0,1.75,Quantitative,None,Good,0.0,0.0,0.0,Leonard Johnson
male,Caucasian,Canada,34.0,None,8.23,0.88,0.54,2.38,1.2945547712089773,1.5,0.54,3.27,3.51,6.6,-0.5880114870960693,6.4,75.0,-0.56,Humanities,Ok,Good,1.0,0.0,0.0,Dwain Edwards
male,Caucasian,Australia,37.0,None,5.98,-0.33,1.04,2.21,-1.8171213866293192,2.3,-0.65,3.18,2.86,6.7,2.644861292291541,6.0,5.0,1.85,Quantitative,None,Good,0.0,0.0,0.0,Ronnie Izzo
male,Caucasian,USA,31.0,None,5.96,-0.97,-0.92,1.94,-3.956617773834048,1.3,-0.35,1.88,2.56,3.2,-0.7090900505520981,1.1,3.0,-0.94,Sciences,None,Good,0.0,1.0,0.0,Raymond Mclean
male,Caucasian,USA,29.0,NCAA,8.61,1.13,1.58,3.59,2.7224531311294706,2.2,0.17,3.88,3.33,5.6,1.657621271575572,3.1,7.0,0.99,Quantitative,Ok,Good,1.0,0.0,0.0,Casey Howell
male,Caucasian,USA,29.0,None,4.98,-1.86,-2.48,1.15,0.3247155775159665,2.1,-0.85,3.49,3.53,2.1,3.001850139377296,1.2,14.0,2.52,Humanities,None,Good,0.0,1.0,0.0,Billie Reed
male,Caucasian,USA,30.0,NCAA,4.17,-2.64,-3.46,0.6,3.0754061946884614,0.9,0.6,3.33,3.36,3.7,0.0267183283652521,2.3,20.0,-0.22,Engineering,Very Good,Good,1.0,0.0,0.0,Anthony Hemmings
male,Caucasian,USA,27.0,NCAA,4.57,-1.83,-1.04,1.99,4.382077713573454,3.4,0.04,4.71,4.08,5.2,-1.0682089667070396,1.2,3.0,-1.17,Sciences,Very Good,Good,1.0,0.0,0.0,John Sweed
male,Caucasian,USA,32.0,NCAA,8.35,1.24,1.47,2.42,3.8669692371300703,1.7,1.81,2.88,2.53,4.3,-0.07221929900885243,3.0,8.0,-0.44,Engineering,Very Good,Good,1.0,0.0,0.0,Brian Piekarski
male,Caucasian,USA,30.0,None,8.49,1.29,1.48,2.4,-4.137420719237984,1.1,-0.91,2.12,2.22,3.7,-0.08071485255942917,4.9,21.0,-0.47,Quantitative,Ok,Bad,0.0,1.0,1.0,Gerald Wise
male,Caucasian,USA,37.0,NCAA,5.98,-0.82,-0.73,1.99,7.021618676804998,3.7,1.91,4.57,3.29,9.2,-0.43521015196295904,2.5,34.0,-0.3,Sciences,None,Bad,1.0,0.0,0.0,Clinton Briceno
male,Caucasian,USA,32.0,None,10.13,2.6,3.03,3.6,-2.43937312469333,2.1,-0.11,2.37,3.24,2.9,1.1929348798264299,5.7,63.0,1.13,Sciences,None,Bad,1.0,0.0,0.0,Frank Carter
male,Caucasian,USA,24.0,None,14.31,6.17,6.21,4.28,-4.948738121170043,1.4,-1.41,2.09,2.92,1.0,2.0270317217470946,0.1,24.0,1.96,Engineering,None,Good,0.0,1.0,1.0,Edward Lang
male,Caucasian,Australia,34.0,None,9.91,2.49,2.37,2.6,-2.5345154009258932,2.5,-0.63,2.25,2.86,-0.5,2.2272941709532783,5.3,43.0,1.96,Engineering,None,Bad,0.0,0.0,0.0,Michael Green
male,Caucasian,USA,32.0,None,8.23,0.78,0.17,2.84,-0.991798923968116,1.6,0.72,1.9,2.26,1.7,3.5065588075079672,2.0,17.0,3.16,Engineering,None,Bad,0.0,0.0,0.0,Xavier Adams
male,Caucasian,USA,21.0,None,5.33,-1.67,-1.59,1.81,-2.524622357124186,2.6,-0.43,2.7,3.11,4.0,-2.9028851111096183,0.0,28.0,-2.26,Engineering,Ok,Good,0.0,0.0,0.0,Todd Norman
male,Caucasian,Australia,25.0,None,7.16,0.25,0.67,2.07,0.8508949234511645,1.9,0.49,2.77,2.53,3.5,-0.2064580772160894,0.2,6.0,-0.26,Quantitative,Ok,Good,0.0,0.0,0.0,Nicholas Mcnair
